name,KO,genome,sign,protein,E-value
nifB,K02585,GCF_000527135.1,*,WP_019916610.1,1.60E-211
nifD,K02586,GCF_000527135.1,*,WP_019916632.1,4.70E-218
nifE,K02587,GCF_000527135.1,*,WP_019916638.1,6.10E-251
nifN,K02592,GCF_000527135.1,*,WP_019916639.1,2.80E-190
nifH,K02588,GCF_000527135.1,*,WP_024300793.1,8.50E-147
nifK,K02591,GCF_000527135.1,*,WP_024300794.1,8.40E-186
nifE,K02587,GCF_000531125.1,*,WP_034434622.1,1.70E-226
nifK,K02591,GCF_000531125.1,*,WP_034434632.1,4.70E-185
nifH,K02588,GCF_000531125.1,*,WP_034434636.1,1.20E-149
nifB,K02585,GCF_000531125.1,*,WP_051497277.1,2.30E-178
nifN,K02592,GCF_000531125.1,*,WP_051497863.1,1.10E-185
nifD,K02586,GCF_000531125.1,*,WP_081756413.1,1.50E-204
nifB,K02585,GCF_000568815.1,*,WP_025344357.1,3.10E-184
nifH,K02588,GCF_000568815.1,*,WP_025344427.1,5.40E-137
nifD,K02586,GCF_000568815.1,*,WP_025344429.1,6.30E-203
nifK,K02591,GCF_000568815.1,*,WP_025344430.1,2.40E-176
nifK,K02591,GCF_000568815.1,*,WP_025344781.1,2.30E-155
nifD,K02586,GCF_000568815.1,*,WP_025344783.1,8.80E-167
anfG,K00531,GCF_000568815.1,*,WP_223809686.1,2.40E-59
nifE,K02587,GCF_000568815.1,*,WP_223809783.1,1.30E-169
nifN,K02592,GCF_000568815.1,*,WP_226980673.1,2.10E-144
nifB,K02585,GCF_000576635.1,*,WP_037454621.1,6.80E-205
nifH,K02588,GCF_000576635.1,*,WP_037454648.1,2.90E-147
nifD,K02586,GCF_000576635.1,*,WP_037454651.1,1.70E-212
nifE,K02587,GCF_000576635.1,*,WP_037454654.1,2.90E-240
nifK,K02591,GCF_000576635.1,*,WP_037454861.1,5.40E-188
nifN,K02592,GCF_000576635.1,*,WP_037454863.1,2.10E-188
nifH,K02588,GCF_000577275.2,*,WP_024318245.1,2.30E-145
nifD,K02586,GCF_000577275.2,*,WP_024318246.1,7.70E-212
nifK,K02591,GCF_000577275.2,*,WP_024318247.1,2.00E-188
nifE,K02587,GCF_000577275.2,*,WP_024318248.1,2.00E-241
nifN,K02592,GCF_000577275.2,*,WP_024318249.1,1.90E-182
nifB,K02585,GCF_000577275.2,*,WP_024318445.1,8.20E-200
nifB,K02585,GCF_000577895.1,*,WP_044035917.1,5.70E-118
nifH,K02588,GCF_000577895.1,*,WP_044035927.1,8.60E-151
nifB,K02585,GCF_000577895.1,*,WP_044040370.1,8.80E-167
nifN,K02592,GCF_000577895.1,*,WP_044040370.1,2.30E-153
nifE,K02587,GCF_000577895.1,*,WP_044040371.1,3.40E-178
nifK,K02591,GCF_000577895.1,*,WP_044040373.1,6.70E-164
nifD,K02586,GCF_000577895.1,*,WP_044040375.1,1.50E-188
nifH,K02588,GCF_000577895.1,*,WP_044040380.1,2.90E-149
vnfG,K22898,GCF_000585215.1,*,WP_043751746.1,5.80E-52
nifB,K02585,GCF_000585215.1,*,WP_043751804.1,1.70E-206
nifK,K02591,GCF_000585215.1,*,WP_043751852.1,4.30E-146
nifK,K02591,GCF_000585215.1,*,WP_043753449.1,3.90E-184
nifD,K02586,GCF_000585215.1,*,WP_043753451.1,4.40E-215
nifH,K02588,GCF_000585215.1,*,WP_043753453.1,5.80E-151
nifN,K02592,GCF_000585215.1,*,WP_043754816.1,9.60E-146
nifE,K02587,GCF_000585215.1,*,WP_081763524.1,7.00E-186
nifN,K02592,GCF_000585215.1,*,WP_198295684.1,4.40E-177
nifH,K02588,GCF_000585335.1,*,WP_034443828.1,2.40E-122
nifB,K02585,GCF_000585355.1,*,WP_036880210.1,1.20E-156
nifE,K02587,GCF_000585355.1,*,WP_036880213.1,1.20E-177
nifK,K02591,GCF_000585355.1,*,WP_036880217.1,2.80E-161
nifD,K02586,GCF_000585355.1,*,WP_036880219.1,4.10E-188
nifN,K02592,GCF_000585355.1,*,WP_154655739.1,8.40E-168
nifH,K02588,GCF_000585355.1,*,WP_245602016.1,2.40E-150
nifB,K02585,GCF_000597725.1,*,WP_024953507.1,2.00E-184
nifK,K02591,GCF_000597725.1,*,WP_024953525.1,1.00E-174
nifD,K02586,GCF_000597725.1,*,WP_024953526.1,4.00E-207
nifH,K02588,GCF_000597725.1,*,WP_024953528.1,8.90E-140
nifE,K02587,GCF_000597725.1,*,WP_024953571.1,2.00E-171
nifN,K02592,GCF_000597725.1,*,WP_024953572.1,3.60E-151
nifH,K02588,GCF_000612505.1,*,WP_025334792.1,1.90E-136
nifB,K02585,GCF_000612505.1,*,WP_025335481.1,1.50E-174
nifN,K02592,GCF_000612505.1,*,WP_025336125.1,1.70E-151
nifE,K02587,GCF_000612505.1,*,WP_025336126.1,1.00E-200
nifK,K02591,GCF_000612505.1,*,WP_025336127.1,1.20E-175
nifD,K02586,GCF_000612505.1,*,WP_025336128.1,6.60E-207
nifH,K02588,GCF_000612505.1,*,WP_025336129.1,2.20E-147
nifB,K02585,GCF_000612505.1,*,WP_025336130.1,2.20E-187
nifH,K02588,GCF_000612505.1,*,WP_025336427.1,1.50E-147
nifH,K02588,GCF_000612505.1,*,WP_038595963.1,2.10E-148
nifB,K02585,GCF_000612505.1,*,WP_038595971.1,1.10E-173
nifH,K02588,GCF_000612505.1,*,WP_264370911.1,6.40E-128
nifH,K02588,GCF_000613305.1,*,WP_025812230.1,1.70E-147
nifD,K02586,GCF_000613305.1,*,WP_025812231.1,1.10E-214
nifK,K02591,GCF_000613305.1,*,WP_025812232.1,1.30E-190
nifE,K02587,GCF_000613305.1,*,WP_025812233.1,6.50E-245
nifH,K02588,GCF_000619945.1,*,WP_027625955.1,4.00E-117
nifH,K02588,GCF_000619945.1,*,WP_242850572.1,3.10E-169
nifH,K02588,GCF_000620305.1,*,WP_028308834.1,4.80E-116
nifD,K02586,GCF_000621145.1,*,WP_028318404.1,4.40E-173
anfG,K00531,GCF_000621145.1,*,WP_028318405.1,4.40E-58
nifK,K02591,GCF_000621145.1,*,WP_028318406.1,1.80E-146
nifE,K02587,GCF_000621145.1,*,WP_028319047.1,8.50E-183
nifN,K02592,GCF_000621145.1,*,WP_028319048.1,2.70E-184
nifB,K02585,GCF_000621145.1,*,WP_028319049.1,2.30E-169
nifH,K02588,GCF_000621145.1,*,WP_028319054.1,1.80E-145
nifD,K02586,GCF_000621145.1,*,WP_028319057.1,1.40E-193
nifK,K02591,GCF_000621145.1,*,WP_028319058.1,4.40E-171
nifH,K02588,GCF_000621145.1,*,WP_028319514.1,1.50E-152
nifH,K02588,GCF_000621145.1,*,WP_035216184.1,6.40E-141
nifB,K02585,GCF_000621145.1,*,WP_035216674.1,1.10E-62
nifH,K02588,GCF_000621485.1,*,WP_026478646.1,1.20E-130
nifH,K02588,GCF_000621505.1,*,WP_004626521.1,1.20E-144
nifH,K02588,GCF_000621505.1,*,WP_004627179.1,1.90E-134
nifH,K02588,GCF_000621505.1,*,WP_027629033.1,3.60E-133
nifB,K02585,GCF_000621505.1,*,WP_027629625.1,3.00E-162
nifN,K02592,GCF_000621505.1,*,WP_027629625.1,2.40E-148
nifK,K02591,GCF_000621505.1,*,WP_027629627.1,1.80E-163
nifD,K02586,GCF_000621505.1,*,WP_027629628.1,1.00E-193
nifB,K02585,GCF_000621505.1,*,WP_084331133.1,1.00E-121
nifE,K02587,GCF_000621505.1,*,WP_242842099.1,2.10E-170
nifH,K02588,GCF_000621585.1,*,WP_027871975.1,2.60E-117
nifN,K02592,GCF_000621665.1,*,WP_027487427.1,1.90E-192
nifK,K02591,GCF_000621665.1,*,WP_027487428.1,1.70E-189
nifD,K02586,GCF_000621665.1,*,WP_027487429.1,1.80E-214
nifH,K02588,GCF_000621665.1,*,WP_027487430.1,7.50E-146
nifB,K02585,GCF_000621665.1,*,WP_027487454.1,7.10E-205
nifE,K02587,GCF_000621665.1,*,WP_051558890.1,2.40E-241
nifH,K02588,GCF_000621965.1,*,WP_042707434.1,1.10E-128
nifH,K02588,GCF_000621965.1,*,WP_042707923.1,9.70E-134
nifB,K02585,GCF_000621965.1,*,WP_042708067.1,6.60E-119
nifH,K02588,GCF_000633935.1,*,WP_025281530.1,5.10E-149
nifD,K02586,GCF_000633935.1,*,WP_025281531.1,2.00E-212
nifK,K02591,GCF_000633935.1,*,WP_025281532.1,4.30E-188
nifB,K02585,GCF_000633935.1,*,WP_025281890.1,2.10E-204
nifN,K02592,GCF_000633935.1,*,WP_026623627.1,7.50E-194
nifE,K02587,GCF_000633935.1,*,WP_026623628.1,2.30E-232
nifK,K02591,GCF_000636015.1,*,WP_037232434.1,3.00E-153
anfG,K00531,GCF_000636015.1,*,WP_037232436.1,7.10E-60
nifD,K02586,GCF_000636015.1,*,WP_037232438.1,1.50E-177
nifH,K02588,GCF_000636015.1,*,WP_037232440.1,2.10E-139
nifB,K02585,GCF_000636015.1,*,WP_037237957.1,9.20E-217
nifK,K02591,GCF_000636015.1,*,WP_037238708.1,2.60E-193
nifD,K02586,GCF_000636015.1,*,WP_037238711.1,2.40E-214
nifH,K02588,GCF_000636015.1,*,WP_037238720.1,7.60E-146
nifE,K02587,GCF_000636015.1,*,WP_037238743.1,2.90E-253
nifB,K02585,GCF_000636015.1,*,WP_245269156.1,3.90E-121
nifN,K02592,GCF_000685035.1,*,WP_028226422.1,4.20E-194
nifE,K02587,GCF_000685035.1,*,WP_028226423.1,1.60E-251
nifK,K02591,GCF_000685035.1,*,WP_028226426.1,1.90E-184
nifD,K02586,GCF_000685035.1,*,WP_028226427.1,6.70E-214
nifH,K02588,GCF_000685035.1,*,WP_028226428.1,1.70E-145
nifB,K02585,GCF_000685035.1,*,WP_028226446.1,3.60E-212
nifB,K02585,GCF_000685155.1,*,WP_048088318.1,2.30E-121
nifK,K02591,GCF_000685155.1,*,WP_048089169.1,8.40E-154
nifN,K02592,GCF_000685155.1,*,WP_048089169.1,1.90E-143
nifD,K02586,GCF_000685155.1,*,WP_048089170.1,1.10E-178
nifH,K02588,GCF_000685155.1,*,WP_048089173.1,1.30E-150
nifK,K02591,GCF_000685925.1,*,WP_006892493.1,2.00E-187
nifH,K02588,GCF_000685925.1,*,WP_027147649.1,4.20E-149
nifD,K02586,GCF_000685925.1,*,WP_027147650.1,9.90E-217
nifE,K02587,GCF_000685925.1,*,WP_027147662.1,9.30E-231
nifN,K02592,GCF_000685925.1,*,WP_027147663.1,1.20E-183
nifB,K02585,GCF_000685925.1,*,WP_027147721.1,9.30E-210
nifB,K02585,GCF_000686525.1,*,WP_028573635.1,2.40E-160
nifN,K02592,GCF_000686525.1,*,WP_028573636.1,2.70E-175
nifE,K02587,GCF_000686525.1,*,WP_028573637.1,1.80E-177
nifD,K02586,GCF_000686525.1,*,WP_028573639.1,2.10E-195
nifH,K02588,GCF_000686525.1,*,WP_028573642.1,7.30E-145
nifK,K02591,GCF_000686525.1,*,WP_150112097.1,1.40E-166
nifH,K02588,GCF_000686705.1,*,WP_027631952.1,2.10E-127
nifH,K02588,GCF_000686725.1,*,WP_026881894.1,6.50E-146
nifB,K02585,GCF_000686725.1,*,WP_026881930.1,2.10E-166
nifN,K02592,GCF_000686725.1,*,WP_026881930.1,5.40E-164
nifE,K02587,GCF_000686725.1,*,WP_026881931.1,5.40E-178
nifK,K02591,GCF_000686725.1,*,WP_026881932.1,1.30E-169
nifH,K02588,GCF_000686725.1,*,WP_026881936.1,1.90E-146
nifK,K02591,GCF_000686725.1,*,WP_026883046.1,5.00E-159
anfG,K00531,GCF_000686725.1,*,WP_026883047.1,3.50E-54
nifD,K02586,GCF_000686725.1,*,WP_026883048.1,2.60E-173
nifH,K02588,GCF_000686725.1,*,WP_026883049.1,2.80E-146
nifB,K02585,GCF_000686725.1,*,WP_051624102.1,1.60E-122
nifD,K02586,GCF_000686725.1,*,WP_242841111.1,2.90E-193
nifH,K02588,GCF_000687555.1,*,WP_026890944.1,8.50E-149
nifB,K02585,GCF_000687555.1,*,WP_026890948.1,1.20E-122
nifH,K02588,GCF_000687555.1,*,WP_026891450.1,1.20E-128
nifN,K02592,GCF_000687555.1,*,WP_026892505.1,1.50E-157
nifB,K02585,GCF_000687555.1,*,WP_026892505.1,7.10E-155
nifE,K02587,GCF_000687555.1,*,WP_026892506.1,1.10E-168
nifK,K02591,GCF_000687555.1,*,WP_026892507.1,3.90E-156
nifD,K02586,GCF_000687555.1,*,WP_026892508.1,3.00E-190
nifH,K02588,GCF_000687555.1,*,WP_026892511.1,4.90E-147
nifH,K02588,GCF_000687955.1,*,WP_027701180.1,2.60E-127
nifB,K02585,GCF_000688515.1,*,WP_026379572.1,1.00E-194
nifH,K02588,GCF_000688515.1,*,WP_026379576.1,1.50E-147
nifD,K02586,GCF_000688515.1,*,WP_026379577.1,7.50E-212
nifK,K02591,GCF_000688515.1,*,WP_026379578.1,1.30E-183
nifE,K02587,GCF_000688515.1,*,WP_026379579.1,1.20E-236
nifN,K02592,GCF_000688515.1,*,WP_026379580.1,2.10E-180
nifK,K02591,GCF_000702665.1,*,WP_029458711.1,4.50E-165
nifD,K02586,GCF_000702665.1,*,WP_029458712.1,9.70E-195
nifH,K02588,GCF_000702665.1,*,WP_029458715.1,1.30E-148
nifB,K02585,GCF_000702665.1,*,WP_029458763.1,3.20E-165
nifN,K02592,GCF_000702665.1,*,WP_029458764.1,6.40E-183
nifE,K02587,GCF_000702665.1,*,WP_029458765.1,1.50E-179
nifH,K02588,GCF_000711215.1,*,WP_042705951.1,2.00E-135
nifB,K02585,GCF_000711215.1,*,WP_042706360.1,9.70E-140
nifE,K02587,GCF_000711225.1,*,WP_029916558.1,1.60E-186
nifN,K02592,GCF_000711225.1,*,WP_029916559.1,1.30E-148
nifB,K02585,GCF_000711225.1,*,WP_029916568.1,8.30E-125
nifK,K02591,GCF_000711225.1,*,WP_029916576.1,2.90E-173
nifD,K02586,GCF_000711225.1,*,WP_029916578.1,1.70E-194
nifH,K02588,GCF_000711225.1,*,WP_029916580.1,9.30E-150
nifE,K02587,GCF_000711295.1,*,WP_029895799.1,4.30E-173
nifN,K02592,GCF_000711295.1,*,WP_029895801.1,6.80E-181
nifB,K02585,GCF_000711295.1,*,WP_029895802.1,6.50E-158
nifB,K02585,GCF_000711295.1,*,WP_029896454.1,1.50E-54
nifK,K02591,GCF_000711295.1,*,WP_029896456.1,8.50E-173
nifD,K02586,GCF_000711295.1,*,WP_029896458.1,1.60E-199
nifH,K02588,GCF_000711295.1,*,WP_029896464.1,7.70E-147
nifH,K02588,GCF_000711735.1,*,WP_031482840.1,8.20E-144
nifD,K02586,GCF_000711735.1,*,WP_031482846.1,1.70E-194
nifK,K02591,GCF_000711735.1,*,WP_031482848.1,5.30E-175
nifB,K02585,GCF_000711735.1,*,WP_031482850.1,3.10E-93
nifE,K02587,GCF_000711735.1,*,WP_031482856.1,6.80E-178
nifN,K02592,GCF_000711735.1,*,WP_031482858.1,1.20E-183
nifB,K02585,GCF_000711735.1,*,WP_031482860.1,1.00E-165
nifB,K02585,GCF_000711905.1,*,WP_042684347.1,1.50E-149
nifH,K02588,GCF_000711905.1,*,WP_042684816.1,3.10E-142
nifH,K02588,GCF_000712295.1,*,WP_236617127.1,7.50E-121
nifB,K02585,GCF_000717475.1,*,WP_031386903.1,3.80E-166
nifN,K02592,GCF_000717475.1,*,WP_031386904.1,8.00E-178
nifE,K02587,GCF_000717475.1,*,WP_031386905.1,8.30E-182
nifK,K02591,GCF_000717475.1,*,WP_031386907.1,2.60E-175
nifD,K02586,GCF_000717475.1,*,WP_031386908.1,2.60E-201
nifH,K02588,GCF_000717475.1,*,WP_031386911.1,9.30E-148
nifH,K02588,GCF_000723465.1,*,WP_038670343.1,7.40E-123
nifH,K02588,GCF_000723465.1,*,WP_038670349.1,7.20E-124
nifH,K02588,GCF_000723885.1,*,WP_042180014.1,9.00E-146
nifK,K02591,GCF_000723885.1,*,WP_042198918.1,1.70E-152
anfG,K00531,GCF_000723885.1,*,WP_042198920.1,1.20E-56
nifD,K02586,GCF_000723885.1,*,WP_042198922.1,9.80E-175
nifH,K02588,GCF_000723885.1,*,WP_042198924.1,6.30E-139
nifN,K02592,GCF_000723885.1,*,WP_042203055.1,3.50E-150
nifE,K02587,GCF_000723885.1,*,WP_042203056.1,9.30E-201
nifK,K02591,GCF_000723885.1,*,WP_042203057.1,6.50E-173
nifD,K02586,GCF_000723885.1,*,WP_042203059.1,9.40E-204
nifB,K02585,GCF_000723885.1,*,WP_042203060.1,1.00E-188
nifH,K02588,GCF_000730165.1,*,WP_088871186.1,4.70E-146
nifD,K02586,GCF_000730165.1,*,WP_088871187.1,3.90E-218
nifK,K02591,GCF_000730165.1,*,WP_088871188.1,2.60E-192
nifN,K02592,GCF_000730165.1,*,WP_088871190.1,1.10E-195
nifB,K02585,GCF_000730165.1,*,WP_198924690.1,3.70E-217
nifH,K02588,GCF_000731315.1,*,WP_041365305.1,5.60E-145
nifK,K02591,GCF_000731315.1,*,WP_041365307.1,8.10E-185
nifN,K02592,GCF_000731315.1,*,WP_041365309.1,1.50E-175
nifD,K02586,GCF_000731315.1,*,WP_041366477.1,1.20E-209
nifE,K02587,GCF_000731315.1,*,WP_046602079.1,2.40E-208
nifB,K02585,GCF_000732725.1,*,WP_031389310.1,5.40E-118
nifH,K02588,GCF_000732725.1,*,WP_031389315.1,3.00E-148
nifB,K02585,GCF_000733935.1,*,WP_031432498.1,1.20E-205
nifE,K02587,GCF_000733935.1,*,WP_031432616.1,1.10E-227
nifH,K02588,GCF_000739065.1,*,WP_048202013.1,6.20E-134
nifB,K02585,GCF_000739065.1,*,WP_236953663.1,8.40E-121
nifB,K02585,GCF_000739775.1,*,WP_042270708.1,6.40E-211
nifH,K02588,GCF_000739775.1,*,WP_042270746.1,1.50E-145
nifD,K02586,GCF_000739775.1,*,WP_042270748.1,8.80E-214
nifK,K02591,GCF_000739775.1,*,WP_042270749.1,2.20E-184
nifE,K02587,GCF_000739775.1,*,WP_042270756.1,6.80E-251
nifN,K02592,GCF_000739775.1,*,WP_042270759.1,3.40E-194
nifH,K02588,GCF_000740965.1,*,WP_011094487.1,5.20E-150
nifB,K02585,GCF_000740965.1,*,WP_039292614.1,4.00E-183
nifN,K02592,GCF_000740965.1,*,WP_039292640.1,1.50E-174
nifE,K02587,GCF_000740965.1,*,WP_039292641.1,7.40E-222
nifK,K02591,GCF_000740965.1,*,WP_039292652.1,4.40E-178
nifD,K02586,GCF_000740965.1,*,WP_039292655.1,4.70E-203
nifH,K02588,GCF_000744315.1,*,WP_048050478.1,8.60E-147
nifD,K02586,GCF_000744315.1,*,WP_048050480.1,9.00E-203
nifK,K02591,GCF_000744315.1,*,WP_048050481.1,1.60E-171
nifE,K02587,GCF_000744315.1,*,WP_048050482.1,4.80E-183
nifN,K02592,GCF_000744315.1,*,WP_048050483.1,9.90E-177
nifB,K02585,GCF_000744315.1,*,WP_048050493.1,2.10E-147
nifN,K02592,GCF_000745425.1,*,WP_034990720.1,7.70E-195
nifE,K02587,GCF_000745425.1,*,WP_034990722.1,1.70E-258
nifK,K02591,GCF_000745425.1,*,WP_034990724.1,1.10E-192
nifD,K02586,GCF_000745425.1,*,WP_034990726.1,4.10E-213
nifH,K02588,GCF_000745425.1,*,WP_034990729.1,3.50E-147
nifK,K02591,GCF_000745425.1,*,WP_034995159.1,2.60E-185
nifB,K02585,GCF_000745425.1,*,WP_245270709.1,9.30E-217
nifB,K02585,GCF_000745485.1,*,WP_048080163.1,1.50E-124
nifN,K02592,GCF_000745485.1,*,WP_048082150.1,2.30E-152
nifK,K02591,GCF_000745485.1,*,WP_048082150.1,8.60E-144
nifE,K02587,GCF_000745485.1,*,WP_048082151.1,7.80E-184
nifK,K02591,GCF_000745485.1,*,WP_048082152.1,1.60E-157
nifH,K02588,GCF_000745485.1,*,WP_048082155.1,2.20E-138
nifH,K02588,GCF_000745485.1,*,WP_048082422.1,3.70E-126
nifH,K02588,GCF_000745975.1,*,WP_035237762.1,1.00E-146
nifD,K02586,GCF_000745975.1,*,WP_035237767.1,1.50E-191
nifK,K02591,GCF_000745975.1,*,WP_035237768.1,2.80E-166
nifE,K02587,GCF_000745975.1,*,WP_035237770.1,2.00E-180
nifN,K02592,GCF_000745975.1,*,WP_035237771.1,3.20E-169
nifB,K02585,GCF_000745975.1,*,WP_035241147.1,4.00E-154
nifB,K02585,GCF_000745975.1,*,WP_245619901.1,2.80E-149
nifH,K02588,GCF_000746025.2,*,WP_034423366.1,1.10E-149
nifD,K02586,GCF_000746025.2,*,WP_034423373.1,3.00E-200
nifK,K02591,GCF_000746025.2,*,WP_034423375.1,5.90E-178
nifE,K02587,GCF_000746025.2,*,WP_034423377.1,1.20E-177
nifN,K02592,GCF_000746025.2,*,WP_034423378.1,4.20E-167
nifB,K02585,GCF_000746025.2,*,WP_081908209.1,7.10E-142
nifB,K02585,GCF_000746075.1,*,WP_048080163.1,1.50E-124
nifN,K02592,GCF_000746075.1,*,WP_048082150.1,2.30E-152
nifK,K02591,GCF_000746075.1,*,WP_048082150.1,8.70E-144
nifE,K02587,GCF_000746075.1,*,WP_048082151.1,7.90E-184
nifK,K02591,GCF_000746075.1,*,WP_048082152.1,1.70E-157
nifH,K02588,GCF_000746075.1,*,WP_048082155.1,2.20E-138
nifH,K02588,GCF_000746075.1,*,WP_048082422.1,3.80E-126
nifN,K02592,GCF_000746085.1,*,WP_036263318.1,7.40E-194
nifE,K02587,GCF_000746085.1,*,WP_036263321.1,1.70E-257
nifK,K02591,GCF_000746085.1,*,WP_036263324.1,3.80E-193
nifD,K02586,GCF_000746085.1,*,WP_036263327.1,2.50E-212
nifB,K02585,GCF_000746085.1,*,WP_036263592.1,5.70E-214
nifH,K02588,GCF_000746085.1,*,WP_036263855.1,4.40E-144
nifH,K02588,GCF_000753795.1,*,WP_037441799.1,3.80E-151
nifD,K02586,GCF_000753795.1,*,WP_037441801.1,1.10E-204
nifK,K02591,GCF_000753795.1,*,WP_037441804.1,1.40E-184
nifE,K02587,GCF_000753795.1,*,WP_037441811.1,5.70E-208
nifN,K02592,GCF_000753795.1,*,WP_037441814.1,7.10E-159
nifB,K02585,GCF_000753795.1,*,WP_037441997.1,3.10E-176
nifH,K02588,GCF_000754095.2,*,WP_038093037.1,2.10E-151
nifK,K02591,GCF_000754095.2,*,WP_038093040.1,1.60E-189
nifD,K02586,GCF_000754095.2,*,WP_038093081.1,1.80E-215
nifB,K02585,GCF_000754095.2,*,WP_038093415.1,2.90E-211
nifE,K02587,GCF_000754095.2,*,WP_038093446.1,3.00E-222
nifN,K02592,GCF_000754095.2,*,WP_065089113.1,7.10E-189
nifH,K02588,GCF_000756615.1,*,WP_025692941.1,2.30E-141
vnfG,K22898,GCF_000756615.1,*,WP_025692943.1,2.40E-47
nifB,K02585,GCF_000756615.1,*,WP_042205514.1,1.40E-184
nifH,K02588,GCF_000756615.1,*,WP_042205515.1,2.20E-147
nifK,K02591,GCF_000756615.1,*,WP_042206353.1,7.80E-149
nifH,K02588,GCF_000756615.1,*,WP_042206609.1,2.10E-136
nifN,K02592,GCF_000756615.1,*,WP_042207940.1,1.70E-150
nifE,K02587,GCF_000756615.1,*,WP_042207941.1,8.30E-200
nifK,K02591,GCF_000756615.1,*,WP_042207942.1,3.50E-176
nifD,K02586,GCF_000756615.1,*,WP_042207943.1,4.30E-207
nifH,K02588,GCF_000756615.1,*,WP_042207944.1,2.30E-146
nifB,K02585,GCF_000756615.1,*,WP_042207945.1,4.10E-187
nifH,K02588,GCF_000756615.1,*,WP_042208281.1,3.20E-126
nifE,K02587,GCF_000756615.1,*,WP_052410185.1,1.10E-151
nifB,K02585,GCF_000756615.1,*,WP_052410249.1,1.30E-60
nifB,K02585,GCF_000756615.1,*,WP_052410250.1,1.80E-97
nifE,K02587,GCF_000756615.1,*,WP_081949481.1,1.50E-159
nifH,K02588,GCF_000756615.1,*,WP_179945170.1,2.60E-146
nifB,K02585,GCF_000756615.1,*,WP_233277529.1,1.50E-181
nifN,K02592,GCF_000757885.1,*,WP_036658488.1,9.40E-147
nifE,K02587,GCF_000757885.1,*,WP_036658491.1,5.20E-200
nifK,K02591,GCF_000757885.1,*,WP_036658494.1,6.10E-179
nifD,K02586,GCF_000757885.1,*,WP_036658497.1,5.50E-208
nifB,K02585,GCF_000757885.1,*,WP_036658505.1,1.20E-186
nifH,K02588,GCF_000757885.1,*,WP_084146959.1,1.10E-144
nifB,K02585,GCF_000758665.1,*,WP_042212373.1,4.30E-171
nifH,K02588,GCF_000758665.1,*,WP_042212384.1,5.50E-139
nifD,K02586,GCF_000758665.1,*,WP_042212386.1,6.70E-175
anfG,K00531,GCF_000758665.1,*,WP_042212388.1,2.90E-58
nifK,K02591,GCF_000758665.1,*,WP_042212390.1,5.00E-151
nifH,K02588,GCF_000758665.1,*,WP_042214625.1,3.20E-135
nifN,K02592,GCF_000758665.1,*,WP_042217166.1,2.60E-150
nifK,K02591,GCF_000758665.1,*,WP_042217168.1,1.20E-172
nifD,K02586,GCF_000758665.1,*,WP_042217169.1,6.90E-202
nifH,K02588,GCF_000758665.1,*,WP_042217170.1,6.90E-145
nifE,K02587,GCF_000758665.1,*,WP_052429468.1,3.60E-152
nifB,K02585,GCF_000758665.1,*,WP_052429669.1,6.10E-188
nifB,K02585,GCF_000758665.1,*,WP_081972129.1,6.40E-171
nifE,K02587,GCF_000758665.1,*,WP_245647926.1,2.40E-203
nifH,K02588,GCF_000758685.1,*,WP_038694277.1,1.20E-135
nifB,K02585,GCF_000758685.1,*,WP_038695261.1,4.30E-172
nifH,K02588,GCF_000758685.1,*,WP_038695267.1,2.90E-139
nifD,K02586,GCF_000758685.1,*,WP_038695269.1,1.10E-177
nifK,K02591,GCF_000758685.1,*,WP_038695271.1,3.90E-151
nifN,K02592,GCF_000758685.1,*,WP_038698118.1,1.00E-151
nifK,K02591,GCF_000758685.1,*,WP_038698120.1,1.10E-175
nifD,K02586,GCF_000758685.1,*,WP_038698122.1,4.70E-203
nifH,K02588,GCF_000758685.1,*,WP_038698124.1,2.30E-148
nifB,K02585,GCF_000758685.1,*,WP_038698126.1,3.50E-186
nifH,K02588,GCF_000758685.1,*,WP_038698837.1,2.80E-126
nifB,K02585,GCF_000758685.1,*,WP_052098575.1,2.10E-172
nifH,K02588,GCF_000758685.1,*,WP_179944908.1,2.40E-148
nifE,K02587,GCF_000758685.1,*,WP_245624994.1,5.90E-202
anfG,K00531,GCF_000758685.1,*,WP_245625131.1,5.30E-55
nifN,K02592,GCF_000758705.1,*,WP_025703729.1,2.20E-149
nifK,K02591,GCF_000758705.1,*,WP_025703731.1,1.30E-171
nifD,K02586,GCF_000758705.1,*,WP_025703732.1,1.30E-203
nifB,K02585,GCF_000758705.1,*,WP_025703734.1,5.90E-185
nifH,K02588,GCF_000758705.1,*,WP_238326737.1,1.70E-144
nifE,K02587,GCF_000758705.1,*,WP_238326738.1,5.60E-202
nifD,K02586,GCF_000758725.1,*,WP_036679590.1,3.60E-205
nifN,K02592,GCF_000758725.1,*,WP_038573090.1,2.20E-151
nifE,K02587,GCF_000758725.1,*,WP_038573091.1,5.90E-199
nifK,K02591,GCF_000758725.1,*,WP_038573092.1,4.30E-175
nifB,K02585,GCF_000758725.1,*,WP_038573093.1,6.60E-188
nifH,K02588,GCF_000758725.1,*,WP_235219430.1,1.60E-143
nifH,K02588,GCF_000760695.4,*,WP_038078010.1,2.10E-153
nifB,K02585,GCF_000760695.4,*,WP_038079002.1,2.70E-210
nifN,K02592,GCF_000760695.4,*,WP_038080152.1,5.90E-189
nifK,K02591,GCF_000760695.4,*,WP_038080167.1,3.50E-194
nifE,K02587,GCF_000760695.4,*,WP_038089183.1,1.20E-177
